id,language,original_question,english_translation,expected_support,retrieved_documents,hit,recall,precision,mrr,latency_ms
eval_011,en,What is the recommended dosage of Cephalexin for Oral Suspension USP for adults?,What is the recommended dosage of Cephalexin for Oral Suspension USP for adults?,"[('cephalexin for', 'usage_clinical')]","[('cephalexin for', 'usage_clinical'), ('cephalexin for', 'general_info'), ('cephalexin for', 'general_info')]",1,1.0,0.3333,1.0,69.8
eval_012,en,What are the adverse reactions reported for BusPIRone Hydrochloride Tablets?,What are the adverse reactions reported for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'general_info')]",1,1.0,0.3333,1.0,72.33
eval_013,en,What are the warnings listed for BusPIRone Hydrochloride Tablets?,What are the warnings listed for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'safety_risk')]","[('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride patient instruction sheet included', 'safety_risk')]",1,1.0,1.0,1.0,73.95
eval_014,en,What are the contraindications for BusPIRone Hydrochloride Tablets?,What are the contraindications for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'safety_risk')]","[('buspirone hydrochloride rx onlypatient instruction sheet included', 'general_info'), ('buspirone hydrochloride rx onlypatient instruction sheet included', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions')]",0,0.0,0.0,0.0,69.16
eval_015,en,What drug interactions are described for BusPIRone Hydrochloride Tablets?,What drug interactions are described for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions')]",1,1.0,1.0,1.0,66.53
eval_016,en,What are the clinical pharmacology details for Acyclovir Tablets USP?,What are the clinical pharmacology details for Acyclovir Tablets USP?,"[('acyclovir', 'pharmacology')]","[('acyclovir usp400 and 800', 'general_info'), ('acyclovir 400', 'general_info'), ('acyclovir', 'general_info')]",0,0.0,0.0,0.0,69.41
eval_017,en,What precautions should be taken when using Acyclovir Tablets USP?,What precautions should be taken when using Acyclovir Tablets USP?,"[('acyclovir', 'safety_risk')]","[('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk')]",1,1.0,1.0,1.0,67.94
eval_018,en,What are the adverse reactions of Acyclovir Tablets USP?,What are the adverse reactions of Acyclovir Tablets USP?,"[('acyclovir', 'adverse_interactions')]","[('acyclovir uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir 400 and 800', 'general_info')]",0,0.0,0.0,0.0,70.4
eval_019,en,How is Acyclovir Tablets USP supplied and how should it be stored?,How is Acyclovir Tablets USP supplied and how should it be stored?,"[('acyclovir', 'product_logistics')]","[('', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir usp400 and 800', 'product_logistics')]",1,1.0,0.6667,1.0,70.33
eval_020,en,What are the precautions for Cephalexin for Oral Suspension USP?,What are the precautions for Cephalexin for Oral Suspension USP?,"[('cephalexin for', 'special_populations')]","[('cephalexin for', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk')]",0,0.0,0.0,0.0,66.53
eval_021,es,¿Para qué enfermedades víricas se puede usar el Aciclovir?,What viral diseases can Aciclovir be used for?,"[('acyclovir', 'usage_clinical')]","[('acyclovir 5', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info')]",0,0.0,0.0,0.0,66.48
eval_022,fr,Quelle est la fréquence de prise de l'aciclovir pour le zona ?,What is the frequency of aciclovir intake for herpes zoster?,"[('acyclovir', 'usage_clinical')]","[('acyclovir', 'general_info'), ('acyclovir', 'usage_clinical'), ('acy 400mg', 'general_info')]",1,1.0,0.3333,0.5,67.93
eval_023,de,Welche Nierenprobleme können bei der Einnahme von Acyclovir auftreten?,What kidney problems can occur when taking acyclovir?,"[('acyclovir', 'safety_risk')]","[('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions')]",0,0.0,0.0,0.0,128.94
eval_024,en,Can patients allergic to cephalosporins take Cephalexin?,Can patients allergic to cephalosporins take Cephalexin?,"[('cephalexin for', 'safety_risk')]","[('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,190.06
eval_025,it,La cefalexina interagisce con la metformina?,'Does cephalexin interact with metformin?',"[('cephalexin for', 'adverse_interactions')]","[('description', 'adverse_interactions'), ('description', 'adverse_interactions'), ('', 'adverse_interactions')]",1,1.0,0.3333,0.3333,92.76
eval_026,pt,Qual é a dose de Cephalexin para crianças com otite média?,What is the dosage of Cephalexin for children with acute otitis media?,"[('cephalexin for', 'usage_clinical')]","[('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 3145 3147 4175 4177 2238 2240', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 3145 3147 4175 4177 2238 2240', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 mg314531474175417722382240rx only', 'general_info')]",0,0.0,0.0,0.0,517.8
eval_027,hi,बस्पिरोन हाइड्रोक्लोराइड टैबलेट किस मानसिक स्थिति के इलाज के लिए उपयोग की जाती है?,Buspiron hydrochloride tablets are used for the treatment of certain mental conditions.,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone hydrochloride', 'product_logistics'), ('buspirone hydrochloride', 'product_logistics'), ('buspirone hydrochloride', 'product_logistics')]",0,0.0,0.0,0.0,1540.17
eval_028,th,ยา BusPIRone มีปฏิกิริยากับยาอื่นอย่างไร?,What are the interactions of Buspirone with other medications?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions')]",1,1.0,1.0,1.0,1501.8
eval_029,en,Is BusPIRone safe for patients with liver problems?,Is BusPIRone safe for patients with liver problems?,"[('buspirone hydrochloride', 'safety_risk')]","[('description', 'safety_risk'), ('description', 'safety_risk')]",0,0.0,0.0,0.0,1364.64
eval_030,es,¿Qué síntomas pueden aparecer si se toma demasiado Aciclovir?,What symptoms can appear if too much Aciclovir is taken?,"[('acyclovir', 'adverse_interactions')]","[('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir', 'general_info')]",1,1.0,0.6667,1.0,942.09
eval_031,fr,Est-ce que la céphaleXine peut provoquer une diarrhée grave ?,Can Cephalexin cause severe diarrhea?,"[('cephalexin for', 'safety_risk')]","[('description', 'general_info'), ('description', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for useinitial us approval 1971', 'general_info')]",0,0.0,0.0,0.0,102.6
eval_032,de,Wie oft muss BusPIRone täglich eingenommen werden?,How often must Buspirone be taken daily?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('', 'usage_clinical')]",1,1.0,1.0,1.0,88.35
eval_033,en,What happens if a patient taking Acyclovir becomes dehydrated?,What happens if a patient taking Acyclovir becomes dehydrated?,"[('acyclovir', 'safety_risk')]","[('acyclovir sodium', 'general_info'), ('acyclovir', 'adverse_interactions')]",0,0.0,0.0,0.0,99.84
eval_034,it,Quali effetti collaterali comuni ha il BusPIRone?,What are the common side effects of Buspirone?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions')]",1,1.0,1.0,1.0,67.0
eval_035,pt,O Aciclovir pode ser tomado durante a gravidez?,Can acyclovir be taken during pregnancy?,"[('acyclovir', 'safety_risk')]","[('prescribing information acyclovir', 'special_populations'), ('acyclovir', 'general_info'), ('acyclovir and acyclovir usprx only', 'special_populations')]",0,0.0,0.0,0.0,69.34
eval_036,en,Does Cephalexin affect how metformin is cleared from the body?,Does Cephalexin affect how metformin is cleared from the body?,"[('cephalexin for', 'adverse_interactions')]","[('', 'adverse_interactions'), ('', 'adverse_interactions'), ('cephalexin', 'adverse_interactions')]",1,1.0,1.0,1.0,90.49
eval_037,es,¿Qué pasa si se administra Cephalexin a alguien con hipersensibilidad a las cefalosporinas?,What happens if someone with hypersensitivity to cephalosporins is administered Cephalexin?,"[('cephalexin for', 'safety_risk')]","[('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,136.4
eval_038,en,What is the maximum daily dose of BusPIRone that should not be exceeded?,What is the maximum daily dose of BusPIRone that should not be exceeded?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone 10 149', 'usage_clinical'), ('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical')]",1,1.0,0.6667,0.5,76.25
eval_039,hi,Acyclovir का उपयोग जननांग दाद के इलाज के लिए कैसे किया जाता है?,How is Acyclovir used for treating genital herpes?,"[('acyclovir', 'usage_clinical')]","[('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir uspnivagen pharmaceuticals inc', 'general_info')]",0,0.0,0.0,0.0,136.85
eval_040,en,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,"[('cephalexin for', 'safety_risk')]","[('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk'), ('cephalexin for', 'safety_risk')]",1,1.0,1.0,1.0,113.04
